Altium Designer Pick and Place Locations
G:\Git\R32-Micro\Source\Project Outputs for PicoPrint\Pick Place for PicoPrint.csv

========================================================================================================================
File Design Information:

Date:       23/08/18
Time:       22:02
Revision:   74b5c5778215f4dcd26128795eecb0e51b925c7b
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"P37","X_STOP_SEL","TopLayer","HDR1X3-HEADER","26.7900","57.2500","180","Header, 3-Pin"
"C2","CapC-0402-100nF","TopLayer","CAP_1005-0402","27.0100","54.2600","360","Capacitor (SMD Ceramic)"
"D1","Dual Schottky 100mA 30V SOT523","TopLayer","SOT523","24.6000","53.9000","0","Diode (SMD)"
"P2","X-STOP","TopLayer","HDR1X3-HEADER","26.7900","62.3500","360","Header, 3-Pin"
"R1","Res-0402-4K7","TopLayer","RESC1005X40N","29.2880","54.2600","180","Resistor"
"C93","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","26.7903","45.2283","180","Capacitor (SMD Polarised Electrolytic)"
"C36","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","12.2750","48.0250","180","Capacitor (SMD Ceramic)"
"C72","CapC-0402-100nF","TopLayer","CAP_1005-0402","10.0500","51.8250","180","Capacitor (SMD Ceramic)"
"R58","Res-0805-0R11-0.333W","TopLayer","RES_2012-0805","10.5500","50.3250","0","Resistor"
"LD10","LED-0402","TopLayer","LED_0402","54.4830","17.9070","270","LED (SMD)"
"Q9","AO3400A","TopLayer","SOT23-3_New","107.1880","13.9700","270","N-CH MOSFET 30V 5.7A SOT23"
"Q8","AO3400A","TopLayer","SOT23-3_New","73.6450","29.7180","270","N-CH MOSFET 30V 5.7A SOT23"
"C112","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","86.6140","17.2593","360","Capacitor (SMD Polarised Electrolytic)"
"XT1","Ceramic Resonator CSTCE12M0G55-R0","TopLayer","CERALOCK_CSTCE_G","41.9900","21.9000","270","Ceramic Resonator"
"U11","AP2112K-3.3TRG1","TopLayer","SOT23-5","90.6810","34.6390","270","3.3V LDO Regulator"
"U10","TS30042","TopLayer","QFN50P300X300X100_HS-17N","98.6570","30.6200","0","Buck Regulator"
"U5","TMC2130-LA","TopLayer","QFN50P500X600X90_HS-37N","17.2000","50.0750","270","Stepper Driver IC"
"U4","Gate Driver","TopLayer","SOT363","95.1500","19.8500","360","MOSFET Gate Driver IC"
"U3","USBLC6 USB ESD Protection","TopLayer","SOT23-6N","9.6965","12.2530","0","ESD Protection IC"
"U2","MICROSD","TopLayer","MICRO-SD","8.2800","26.7716","90","MicroSD Card Socket"
"U1","STM32F446VET6","TopLayer","STM-LQFP100_N","31.0900","22.1600","180","ARM Cortex-M4 32-bit MCU+FPU, 210 DMIPS, 512 kB Flash, 128 kB Internal RAM, 81 I/Os, 100-pin LQFP, -40 to 105 degC, Tray"
"S2","Reset","TopLayer","SW-PB_SMD_2pin","52.4510","35.1790","360","SMD Button"
"S1","User","TopLayer","SW-PB_SMD_2pin","65.7860","35.1790","360","SMD Button"
"R70","Res-0402-47K","TopLayer","RESC1005X40N","9.6520","35.0520","180","Resistor"
"R69","Res-0402-10K","TopLayer","RESC1005X40N","98.9330","27.6860","360","Resistor"
"R68","Res-0402-1K","TopLayer","RESC1005X40N","42.6720","14.2240","90","Resistor"
"R67","Res-0402-100K","TopLayer","RESC1005X40N","76.2000","14.4780","90","Resistor"
"R66","Res-0402-49.9K","TopLayer","RESC1005X40N","101.6000","28.3210","90","Resistor"
"R65","Res-0402-10K","TopLayer","RESC1005X40N","43.8150","14.2240","270","Resistor"
"R55","Res-0805-0R11-0.333W","TopLayer","RES_2012-0805","23.8500","50.3250","180","Resistor"
"R54","Res-0402-100K","TopLayer","RESC1005X40N","104.1000","14.4000","180","Resistor"
"R53","Res-0402-1K","TopLayer","RESC1005X40N","104.1000","15.6000","180","Resistor"
"R52","Res-0402-100K","TopLayer","RESC1005X40N","91.6860","16.6530","180","Resistor"
"R51","Res-0402-1K","TopLayer","RESC1005X40N","91.6940","17.9230","180","Resistor"
"R50","Res-0402-10R","TopLayer","RESC1005X40N","98.3000","20.3000","360","Resistor"
"R49","Res-0402-100K","TopLayer","RESC1005X40N","69.6779","26.7970","270","Resistor"
"R48","Res-0402-1K","TopLayer","RESC1005X40N","69.6779","29.4640","270","Resistor"
"R47","Res-0402-10R","TopLayer","RESC1005X40N","70.9480","26.7970","90","Resistor"
"R46","Res-0402-100K","TopLayer","RESC1005X40N","67.1830","15.2400","90","Resistor"
"R45","Res-0402-100K","TopLayer","RESC1005X40N","53.2130","15.2400","90","Resistor"
"R44","Res-0402-1K","TopLayer","RESC1005X40N","67.1830","17.9070","270","Resistor"
"R43","Res-0402-1K","TopLayer","RESC1005X40N","53.2130","17.9070","270","Resistor"
"R42","Res-0402-10R","TopLayer","RESC1005X40N","68.4530","15.2400","90","Resistor"
"R41","Res-0402-10R","TopLayer","RESC1005X40N","54.4830","15.2400","90","Resistor"
"R40","Res-0402-100K","TopLayer","RESC1005X40N","46.2280","15.2400","90","Resistor"
"R39","Res-0402-100K","TopLayer","RESC1005X40N","60.1980","15.2400","90","Resistor"
"R38","Res-0402-1K","TopLayer","RESC1005X40N","46.2280","17.9070","270","Resistor"
"R37","Res-0402-1K","TopLayer","RESC1005X40N","60.1980","17.9070","270","Resistor"
"R36","Res-0402-10R","TopLayer","RESC1005X40N","47.4980","15.2400","90","Resistor"
"R35","Res-0402-10R","TopLayer","RESC1005X40N","61.4680","15.2400","90","Resistor"
"R34","Res-0402-4K7","TopLayer","RESC1005X40N","64.7000","26.9000","90","Resistor"
"R33","Res-0402-4K7","TopLayer","RESC1005X40N","63.7000","26.9000","90","Resistor"
"R32","Res-0402-4K7","TopLayer","RESC1005X40N","59.7000","26.9000","90","Resistor"
"R31","Res-0402-4K7","TopLayer","RESC1005X40N","58.7000","26.9000","90","Resistor"
"R30","Res-0402-22R","TopLayer","RESC1005X40N","13.2001","11.3030","360","Resistor"
"R29","Res-0402-22R","TopLayer","RESC1005X40N","13.2000","13.2080","360","Resistor"
"R28","Res-0402-4K7","TopLayer","RESC1005X40N","54.7000","26.9000","90","Resistor"
"R27","Res-0402-4K7","TopLayer","RESC1005X40N","53.7000","26.9000","90","Resistor"
"R26","Res-0402-10K","TopLayer","RESC1005X40N","46.9900","35.1790","270","Resistor"
"R25","Res-0402-4K7","TopLayer","RESC1005X40N","49.7000","26.9000","90","Resistor"
"R24","Res-0402-4K7","TopLayer","RESC1005X40N","48.7000","26.9000","90","Resistor"
"R23","Res-0402-10K","TopLayer","RESC1005X40N","6.6041","43.5610","90","Resistor"
"R22","Res-0402-4K7","TopLayer","RESC1005X40N","104.8000","48.4000","90","Resistor"
"R21","Res-0402-10K","TopLayer","RESC1005X40N","60.3250","35.1710","270","Resistor"
"R20","Res-0402-4K7","TopLayer","RESC1005X40N","104.8000","53.2000","90","Resistor"
"R19","Res-0402-1K","TopLayer","RESC1005X40N","14.4780","35.0520","180","Resistor"
"R18","Res-0402-10K","TopLayer","RESC1005X40N","12.0650","35.0520","180","Resistor"
"R17","Res-0402-47K","TopLayer","RESC1005X40N","4.8260","35.0520","180","Resistor"
"R16","Res-0402-47K","TopLayer","RESC1005X40N","7.2390","35.0520","180","Resistor"
"R14","Res-0402-470R","TopLayer","RESC1005X40N","23.8760","11.3030","180","Resistor"
"R12","Res-0402-100R","TopLayer","RESC1005X40N","35.3060","12.2000","270","Resistor"
"R11","Res-0402-100R","TopLayer","RESC1005X40N","34.1630","12.2000","270","Resistor"
"R10","Res-0402-2K2","TopLayer","RESC1005X40N","40.4284","11.1760","360","Resistor"
"R9","Res-0402-2K2","TopLayer","RESC1005X40N","43.0530","11.1760","180","Resistor"
"R7","Res-0402-470R","TopLayer","RESC1005X40N","10.2870","60.1980","360","Resistor"
"R6","Res-0402-470R","TopLayer","RESC1005X40N","86.8680","28.1940","180","Resistor"
"R5","Res-0402-1K","TopLayer","RESC1005X40N","86.8680","25.6540","180","Resistor"
"R4","Res-0402-1K","TopLayer","RESC1005X40N","102.8700","28.3210","270","Resistor"
"R3","Res-0402-1K","TopLayer","RESC1005X40N","6.9850","17.7800","180","Resistor"
"R2","Res-0402-4K7","TopLayer","RESC1005X40N","84.0740","22.7330","180","Resistor"
"Q7","SI7111EDN-T1-GE3","TopLayer","PowerPAK_1218-8_Single","80.7720","15.3670","270","MOSFET SMD P-CH 30V 60A PowerPAK1212"
"Q5","BUK9Y4R4-40E","TopLayer","LFPACK","98.2940","15.9950","270","N-CH MOSFET 40V 100A LFPAK"
"Q4","AO3400A","TopLayer","SOT23-3_New","71.1500","17.1450","270","N-CH MOSFET 30V 5.7A SOT23"
"Q3","AO3400A","TopLayer","SOT23-3_New","57.1500","17.1450","270","N-CH MOSFET 30V 5.7A SOT23"
"Q2","AO3400A","TopLayer","SOT23-3_New","50.1650","17.1450","270","N-CH MOSFET 30V 5.7A SOT23"
"Q1","AO3400A","TopLayer","SOT23-3_New","64.1500","17.1450","270","N-CH MOSFET 30V 5.7A SOT23"
"P32","F2 Header","TopLayer","HDR1X2-HEADER","72.1360","24.1300","180","Header, 2-Pin"
"P30","I2C","TopLayer","HDR1X4-HEADER","39.1160","9.0170","360","Header, 4-Pin"
"P29","SERVO","TopLayer","HDR1X3-HEADER","21.0820","9.1440","180","Header, 3-Pin"
"P28","Header 2X2","TopLayer","HDR2X2-Header","107.0300","8.7700","360","Header, 3-Pin, Dual row"
"P26","F1 Screw Term","TopLayer","TERM2_3.5mm","69.9509","6.2003","180","Screw Terminal 3.5mm 2-Way"
"P24","F1 Header","TopLayer","HDR1X2-HEADER","70.4031","11.5570","180","Header, 2-Pin"
"P22","F0 Screw Term","TopLayer","TERM2_3.5mm","62.9509","6.2003","180","Screw Terminal 3.5mm 2-Way"
"P20","X-MOTOR","TopLayer","HDR2X4-HEADER","17.1900","61.0800","180","Header, 4-Pin, Dual row"
"P19","F0 Header","TopLayer","HDR1X2-HEADER","63.4030","11.5570","180","Header, 2-Pin"
"P18","EXP4","TopLayer","HDR2X7","3.0000","48.5100","270","Header, 7-Pin, Dual row"
"P17","H1 Screw Term","TopLayer","TERM2_3.5mm","55.9509","6.2003","180","Screw Terminal 3.5mm 2-Way"
"P16","H1 Header","TopLayer","HDR1X2-HEADER","56.4030","11.5570","180","Header, 2-Pin"
"P15","H0 Screw Term","TopLayer","TERM2_3.5mm","48.9509","6.2003","180","Screw Terminal 3.5mm 2-Way"
"P14","Thermistors","TopLayer","HDR1X8-HEADER","58.1660","24.1300","360","Header, 8-Pin"
"P13","EXP3","TopLayer","HDR2X10-HEADER","107.0300","29.4700","270","Header, 10-Pin, Dual row"
"P12","H0 Header","TopLayer","HDR1X2-HEADER","49.4030","11.5570","180","Header, 2-Pin"
"P11","HB Screw Term","TopLayer","TERM2_5MM","98.9000","6.5000","0","Screw Terminal 5mm 2-Way"
"P10","EXP2","TopLayer","HDR2X5_exp_Iner_only\","35.0619","3.6720","360","Header, 5-Pin, Dual row"
"P8","PROBE","TopLayer","HDR1X4-HEADER","108.3000","52.2100","270","Header, 4-Pin"
"P7","PWR_AUX","TopLayer","HDR2X3-Header","79.7560","26.6700","90","Header, 3-Pin, Dual row"
"P5","EXP1","TopLayer","HDR2X5_exp_Iner_only\","15.7820","3.6700","360","Header, 5-Pin, Dual row"
"P4","Bed PWR Screw Term","TopLayer","TERM2_5MM","88.9000","6.5000","360","Screw Terminal 5mm 2-Way"
"P1","Main PWR Screw Term","TopLayer","TERM2_5MM","78.9000","6.5000","360","Screw Terminal 5mm 2-Way"
"LD12","LED-0402","TopLayer","LED_0402","70.9479","29.4640","270","LED (SMD)"
"LD11","LED-0402","TopLayer","LED_0402","68.4530","17.9070","270","LED (SMD)"
"LD9","LED-0402","TopLayer","LED_0402","47.4980","17.9070","270","LED (SMD)"
"LD8","LED-0402","TopLayer","LED_0402","61.4680","17.9070","270","LED (SMD)"
"LD7","LED-0402","TopLayer","LED_0402","7.8740","60.1980","180","LED (SMD)"
"LD6","LED-0402","TopLayer","LED_0402","86.8680","29.3370","180","LED (SMD)"
"LD5","LED-0402","TopLayer","LED_0402","86.8680","26.7970","180","LED (SMD)"
"LD4","LED-0402","TopLayer","LED_0402","102.8700","30.8610","90","LED (SMD)"
"LD3","LED-0402","TopLayer","LED_0402","9.3980","17.7800","360","LED (SMD)"
"LD2","LED-0402","TopLayer","LED_0402","86.8680","24.2570","180","LED (SMD)"
"LD1","LED-0402","TopLayer","LED_0402","86.8680","23.1140","180","LED (SMD)"
"L2","Inductor SMD 4.7uH 2.6A","TopLayer","INDUCTOR_NRS5030T4R7MMGJ","99.4410","35.6870","90","4.7µH Shielded Wirewound Inductor 2.6A 35 mOhm Nonstandard"
"J1","Micro-USB B Socket","TopLayer","Micro-USB_B_Molex_105017-0001","3.1500","12.1000","270",""
"FB4","120R @ 100 MHz","TopLayer","INDC1608N","98.8060","25.4000","90","Ferrite bead 120 Ohm at 100 MHz 2A 0603 SMD"
"FB2","50R @ 100 MHz","TopLayer","INDC3216X13N","76.0610","37.8460","90","Ferrite bead 50 Ohm at 100 MHz 6A 1206 SMD"
